date,cost_of_sales,selling_price,net_profit,project_name,project_category,project_status
2007-10-01,2022.27,2740.99,718.72,Proj1,Category1,In - Progress
2007-10-02,3737.466,3296.532,670.74,Proj5,Category2,On - hold
2007-10-03,3534.246,3275.316,765.96,Proj5,Category2,On - hold
2007-10-04,2110.36,2733.57,623.21,Proj1,Category1,In - Progress
2007-10-05,4883.85,4726.544,826.78,Proj9,Category3,Completed
2007-10-08,5011.85,4738.5289999999995,782.63,Proj9,Category3,Completed
2007-10-09,2052.12,2803.91,751.79,Proj2,Category1,In - Progress
2007-10-10,5019.2,4779.737,803.93,Proj9,Category3,Completed
2007-10-11,2114.39,2772.2,657.81,Proj1,Category1,In - Progress
2007-10-12,2266.03,2805.68,539.65,Proj1,Category1,In - Progress
2007-10-15,2161.6,2780.05,618.45,Proj7,Category3,On - hold
2007-10-16,2104.31,2763.91,659.6,Proj7,Category3,On - hold
2007-10-17,2011.54,2792.67,781.13,Proj7,Category3,On - hold
2007-10-18,2092.16,2799.31,707.15,Proj1,Category1,In - Progress
2007-10-19,2159.03,2725.16,566.13,Proj3,Category1,In - Progress
2007-10-22,2189.21,2753.93,564.72,Proj3,Category1,In - Progress
2007-10-23,2129.98,2799.26,669.28,Proj2,Category1,In - Progress
2007-10-24,3755.5200000000004,3329.712,688.36,Proj5,Category2,On - hold
2007-10-25,2022.24,2750.86,728.62,Proj6,Category2,On - hold
2007-10-26,2100.16,2804.19,704.03,Proj3,Category1,In - Progress
2007-10-29,5272.474999999999,4789.648,708.45,Proj9,Category3,Completed
2007-10-30,2066.54,2816.71,750.17,Proj7,Category3,On - hold
2007-10-31,2217.49,2859.12,641.63,Proj4,Category2,In - Progress
2007-11-01,1947.75,2794.83,847.09,Proj4,Category2,In - Progress
2007-11-02,2094.19,2810.38,716.19,Proj2,Category1,In - Progress
2007-11-05,4904.925,4751.806,833.21,Proj9,Category3,Completed
2007-11-06,3655.926,3390.216,794.11,Proj5,Category2,On - hold
2007-11-07,2158.48,2748.76,590.28,Proj3,Category1,In - Progress
2007-11-08,1928.72,2696.0,767.28,Proj1,Category1,In - Progress
2007-11-09,2065.31,2627.94,562.63,Proj7,Category3,On - hold
2007-11-12,2001.44,2584.13,582.69,Proj8,Category3,Completed
2007-11-13,3771.828,3208.38,578.19,Proj5,Category2,On - hold
2007-11-14,3823.8120000000004,3173.184,519.98,Proj5,Category2,On - hold
2007-11-15,2077.81,2618.51,540.7,Proj8,Category3,Completed
2007-11-16,4899.65,4483.307999999999,677.38,Proj9,Category3,Completed
2007-11-19,1995.7,2593.38,597.68,Proj1,Category1,In - Progress
2007-11-20,1880.59,2596.81,716.22,Proj1,Category1,In - Progress
2007-11-21,1934.28,2562.15,627.87,Proj3,Category1,In - Progress
2007-11-23,1969.89,2596.6,626.71,Proj4,Category2,In - Progress
2007-11-26,1994.82,2540.99,546.17,Proj1,Category1,In - Progress
2007-11-27,2008.98,2580.8,571.82,Proj3,Category1,In - Progress
2007-11-28,2044.15,2662.91,618.76,Proj7,Category3,On - hold
2007-11-29,1917.29,2668.13,750.84,Proj8,Category3,Completed
2007-11-30,2048.99,2660.96,611.97,Proj6,Category2,On - hold
2007-12-03,1886.4,2637.13,750.73,Proj7,Category3,On - hold
2007-12-04,4817.45,4453.710999999999,692.85,Proj9,Category3,Completed
2007-12-05,4766.725,4532.812,759.67,Proj9,Category3,Completed
2007-12-06,2134.07,2709.03,574.96,Proj4,Category2,In - Progress
2007-12-07,3841.3260000000005,3247.392,572.09,Proj5,Category2,On - hold
2007-12-10,1931.64,2718.95,787.31,Proj8,Category3,Completed
2007-12-11,1925.79,2652.35,726.56,Proj8,Category3,Completed
2007-12-12,2116.01,2671.14,555.13,Proj2,Category1,In - Progress
2007-12-13,1894.55,2668.49,773.94,Proj4,Category2,In - Progress
2007-12-14,1951.61,2635.74,684.13,Proj2,Category1,In - Progress
2007-12-17,2012.65,2574.46,561.81,Proj8,Category3,Completed
2007-12-18,1773.95,2596.03,822.08,Proj6,Category2,On - hold
2007-12-19,3356.2799999999997,3121.212,736.41,Proj5,Category2,On - hold
2007-12-20,2051.31,2640.86,589.55,Proj7,Category3,On - hold
2007-12-21,2008.25,2691.99,683.74,Proj1,Category1,In - Progress
2007-12-24,3691.2599999999998,3256.2,662.8,Proj5,Category2,On - hold
2007-12-26,2210.76,2724.41,513.65,Proj6,Category2,On - hold
2007-12-27,4902.225,4550.543,715.9,Proj9,Category3,Completed
2007-12-28,2075.75,2674.46,598.71,Proj2,Category1,In - Progress
2007-12-31,2120.07,2652.28,532.21,Proj3,Category1,In - Progress
2008-01-02,1832.28,2609.63,777.35,Proj7,Category3,On - hold
2008-01-03,1871.39,2602.68,731.29,Proj4,Category2,In - Progress
2008-01-04,4578.8,4257.905,673.13,Proj9,Category3,Completed
2008-01-07,3255.498,2999.352,690.85,Proj5,Category2,On - hold
2008-01-08,1803.86,2440.51,636.65,Proj3,Category1,In - Progress
2008-01-09,1813.72,2474.55,660.83,Proj8,Category3,Completed
2008-01-10,1846.53,2488.52,641.99,Proj7,Category3,On - hold
2008-01-11,1751.17,2439.94,688.77,Proj4,Category2,In - Progress
2008-01-14,1732.67,2478.3,745.63,Proj1,Category1,In - Progress
2008-01-15,1701.43,2417.59,716.16,Proj4,Category2,In - Progress
2008-01-16,3241.962,2873.5080000000003,593.5,Proj5,Category2,On - hold
2008-01-17,1866.96,2346.9,479.94,Proj6,Category2,On - hold
2008-01-18,1794.58,2340.02,545.44,Proj3,Category1,In - Progress
2008-01-22,1620.25,2292.27,672.02,Proj1,Category1,In - Progress
2008-01-23,1673.76,2316.41,642.65,Proj7,Category3,On - hold
2008-01-24,3561.675,4013.564,936.25,Proj9,Category3,Completed
2008-01-25,1722.86,2326.2,603.34,Proj8,Category3,Completed
2008-01-28,4642.7,3994.8469999999998,492.83,Proj9,Category3,Completed
2008-01-29,1690.77,2358.06,667.29,Proj3,Category1,In - Progress
2008-01-30,1852.15,2349.0,496.85,Proj3,Category1,In - Progress
2008-01-31,1692.23,2389.86,697.63,Proj3,Category1,In - Progress
2008-02-01,1855.55,2413.36,557.81,Proj6,Category2,On - hold
2008-02-04,1865.01,2382.85,517.84,Proj4,Category2,In - Progress
2008-02-05,1726.74,2309.57,582.83,Proj1,Category1,In - Progress
2008-02-06,4323.65,3873.875,549.29,Proj9,Category3,Completed
2008-02-07,1881.77,2293.03,411.26,Proj1,Category1,In - Progress
2008-02-08,1797.28,2304.85,507.57,Proj8,Category3,Completed
2008-02-11,4016.4249999999997,3944.102,713.49,Proj9,Category3,Completed
2008-02-12,1769.74,2320.04,550.3,Proj3,Category1,In - Progress
2008-02-13,1660.69,2373.93,713.24,Proj6,Category2,On - hold
2008-02-14,3061.062,2799.048,631.95,Proj5,Category2,On - hold
2008-02-15,4062.1749999999997,3947.0600000000004,696.93,Proj9,Category3,Completed
2008-02-19,1625.5,2306.2,680.7,Proj4,Category2,In - Progress
2008-02-20,1784.59,2327.1,542.51,Proj3,Category1,In - Progress
2008-02-21,1706.73,2299.78,593.05,Proj1,Category1,In - Progress
2008-02-22,1619.52,2303.35,683.83,Proj4,Category2,In - Progress
2008-02-25,4577.35,3956.716,496.54,Proj9,Category3,Completed
2008-02-26,1867.61,2344.99,477.38,Proj7,Category3,On - hold
2008-02-27,3966.25,4001.4260000000004,767.28,Proj9,Category3,Completed
2008-02-28,1625.27,2331.57,706.3,Proj1,Category1,In - Progress
2008-02-29,1714.45,2271.48,557.03,Proj8,Category3,Completed
2008-03-03,1749.2,2258.6,509.4,Proj7,Category3,On - hold
2008-03-04,4161.0,3842.476,595.88,Proj9,Category3,Completed
2008-03-05,3067.92,2727.372,568.41,Proj5,Category2,On - hold
2008-03-06,1642.78,2220.5,577.72,Proj3,Category1,In - Progress
2008-03-07,1561.12,2212.49,651.37,Proj3,Category1,In - Progress
2008-03-10,1626.51,2169.34,542.83,Proj8,Category3,Completed
2008-03-11,1758.38,2255.76,497.38,Proj6,Category2,On - hold
2008-03-12,1837.44,2243.87,406.43,Proj6,Category2,On - hold
2008-03-13,1603.61,2263.61,660.0,Proj7,Category3,On - hold
2008-03-14,1702.7,2212.49,509.79,Proj1,Category1,In - Progress
2008-03-17,1726.5,2177.01,450.51,Proj8,Category3,Completed
2008-03-18,4463.85,3856.0420000000004,482.72,Proj9,Category3,Completed
2008-03-19,3223.3140000000003,2651.9519999999998,419.23,Proj5,Category2,On - hold
2008-03-20,1820.97,2258.11,437.14,Proj4,Category2,In - Progress
2008-03-24,1845.07,2326.75,481.68,Proj2,Category1,In - Progress
2008-03-25,1702.74,2341.05,638.31,Proj2,Category1,In - Progress
2008-03-26,4219.65,3951.4120000000003,636.5,Proj9,Category3,Completed
2008-03-27,4300.675,3877.4109999999996,560.56,Proj9,Category3,Completed
2008-03-28,1739.83,2261.18,521.35,Proj1,Category1,In - Progress
2008-03-31,1572.29,2279.1,706.81,Proj4,Category2,In - Progress
2008-04-01,3023.0640000000003,2835.2999999999997,683.27,Proj5,Category2,On - hold
2008-04-02,1664.72,2361.4,696.68,Proj8,Category3,Completed
2008-04-03,1584.4,2363.3,778.9,Proj4,Category2,In - Progress
2008-04-04,1946.9,2370.98,424.08,Proj3,Category1,In - Progress
2008-04-07,1799.77,2364.83,565.06,Proj8,Category3,Completed
2008-04-08,1838.07,2348.76,510.69,Proj6,Category2,On - hold
2008-04-09,3150.7920000000004,2786.544,571.68,Proj5,Category2,On - hold
2008-04-10,1763.96,2351.7,587.74,Proj8,Category3,Completed
2008-04-11,1706.12,2290.24,584.12,Proj2,Category1,In - Progress
2008-04-14,1714.22,2275.82,561.6,Proj1,Category1,In - Progress
2008-04-15,4405.05,3886.268,524.02,Proj9,Category3,Completed
2008-04-16,1777.55,2350.11,572.56,Proj7,Category3,On - hold
2008-04-17,1619.4,2341.83,722.43,Proj7,Category3,On - hold
2008-04-18,1676.58,2402.97,726.39,Proj2,Category1,In - Progress
2008-04-21,1870.93,2408.04,537.11,Proj4,Category2,In - Progress
2008-04-22,1776.16,2376.94,600.78,Proj3,Category1,In - Progress
2008-04-23,1684.47,2405.21,720.74,Proj6,Category2,On - hold
2008-04-24,1882.68,2428.92,546.24,Proj7,Category3,On - hold
2008-04-25,4740.35,4118.981,526.79,Proj9,Category3,Completed
2008-04-28,1898.06,2424.4,526.34,Proj6,Category2,On - hold
2008-04-29,1967.96,2426.1,458.14,Proj4,Category2,In - Progress
2008-04-30,1881.72,2412.8,531.08,Proj1,Category1,In - Progress
2008-05-01,1943.03,2480.71,537.68,Proj3,Category1,In - Progress
2008-05-02,4501.575000000001,4210.883,676.36,Proj9,Category3,Completed
2008-05-05,3288.8880000000004,2956.944,636.96,Proj5,Category2,On - hold
2008-05-06,1910.18,2483.31,573.13,Proj4,Category2,In - Progress
2008-05-07,4617.0,4145.432999999999,591.69,Proj9,Category3,Completed
2008-05-08,3547.026,2941.488,480.67,Proj5,Category2,On - hold
2008-05-09,3225.672,2934.624,653.48,Proj5,Category2,On - hold
2008-05-12,1912.89,2488.49,575.6,Proj4,Category2,In - Progress
2008-05-13,4634.0,4241.704,641.52,Proj9,Category3,Completed
2008-05-14,1913.75,2496.7,582.95,Proj8,Category3,Completed
2008-05-15,4727.05,4307.341,642.91,Proj9,Category3,Completed
2008-05-16,5096.45,4299.045,490.27,Proj9,Category3,Completed
2008-05-19,1863.44,2516.09,652.65,Proj2,Category1,In - Progress
2008-05-20,1809.42,2492.26,682.84,Proj3,Category1,In - Progress
2008-05-21,1934.96,2448.27,513.31,Proj1,Category1,In - Progress
2008-05-22,4371.5,4189.786,715.98,Proj9,Category3,Completed
2008-05-23,1838.49,2444.67,606.18,Proj1,Category1,In - Progress
2008-05-27,4865.825,4218.107999999999,534.91,Proj9,Category3,Completed
2008-05-28,5177.65,4227.389999999999,415.64,Proj9,Category3,Completed
2008-05-29,1980.47,2508.32,527.85,Proj7,Category3,On - hold
2008-05-30,1726.58,2522.66,796.08,Proj1,Category1,In - Progress
2008-06-02,1747.36,2491.53,744.17,Proj7,Category3,On - hold
2008-06-03,1735.67,2480.48,744.81,Proj7,Category3,On - hold
2008-06-04,1767.53,2503.14,735.61,Proj3,Category1,In - Progress
2008-06-05,3362.7960000000003,3059.928,681.72,Proj5,Category2,On - hold
2008-06-06,1907.77,2474.56,566.79,Proj8,Category3,Completed
2008-06-09,3273.048,2951.352,641.1,Proj5,Category2,On - hold
2008-06-10,4694.049999999999,4163.198,571.32,Proj9,Category3,Completed
2008-06-11,1732.35,2394.01,661.66,Proj4,Category2,In - Progress
2008-06-12,1880.03,2404.35,524.32,Proj1,Category1,In - Progress
2008-06-13,3397.482,2945.4,567.01,Proj5,Category2,On - hold
2008-06-16,3456.54,2969.7360000000003,554.48,Proj5,Category2,On - hold
2008-06-17,1791.48,2457.73,666.25,Proj4,Category2,In - Progress
2008-06-18,1957.84,2429.71,471.87,Proj1,Category1,In - Progress
2008-06-19,1892.56,2462.06,569.5,Proj7,Category3,On - hold
2008-06-20,3371.2920000000004,2887.308,533.15,Proj5,Category2,On - hold
2008-06-23,1781.79,2385.74,603.95,Proj4,Category2,In - Progress
2008-06-24,3321.216,2841.936,523.16,Proj5,Category2,On - hold
2008-06-25,1937.88,2401.26,463.38,Proj4,Category2,In - Progress
2008-06-26,2961.486,2785.644,676.1,Proj5,Category2,On - hold
2008-06-27,1749.7,2315.63,565.93,Proj8,Category3,Completed
2008-06-30,1547.38,2292.98,745.6,Proj1,Category1,In - Progress
2008-07-01,3065.922,2765.9639999999995,601.68,Proj5,Category2,On - hold
2008-07-02,1841.91,2251.46,409.55,Proj1,Category1,In - Progress
2008-07-03,1754.45,2245.38,490.93,Proj2,Category1,In - Progress
2008-07-07,2796.0119999999997,2691.984,689.98,Proj5,Category2,On - hold
2008-07-08,4031.05,3900.548,682.02,Proj9,Category3,Completed
2008-07-09,1711.63,2234.89,523.26,Proj3,Category1,In - Progress
2008-07-10,1782.58,2257.85,475.27,Proj6,Category2,On - hold
2008-07-11,1529.01,2239.08,710.07,Proj2,Category1,In - Progress
2008-07-14,1646.22,2212.87,566.65,Proj3,Category1,In - Progress
2008-07-15,1548.77,2215.71,666.94,Proj6,Category2,On - hold
2008-07-16,1963.16,2284.85,321.69,Proj3,Category1,In - Progress
2008-07-17,1753.52,2312.3,558.78,Proj1,Category1,In - Progress
2008-07-18,1537.23,2282.78,745.55,Proj1,Category1,In - Progress
2008-07-21,1793.99,2279.53,485.54,Proj6,Category2,On - hold
2008-07-22,1755.86,2303.96,548.1,Proj7,Category3,On - hold
2008-07-23,1800.23,2325.88,525.65,Proj7,Category3,On - hold
2008-07-24,1631.51,2280.11,648.6,Proj6,Category2,On - hold
2008-07-25,1772.97,2310.53,537.56,Proj4,Category2,In - Progress
2008-07-28,1781.03,2264.22,483.19,Proj7,Category3,On - hold
2008-07-29,1585.78,2319.62,733.84,Proj6,Category2,On - hold
2008-07-30,1951.36,2329.72,378.36,Proj4,Category2,In - Progress
2008-07-31,1784.42,2325.55,541.13,Proj4,Category2,In - Progress
2008-08-01,3172.878,2773.152,548.25,Proj5,Category2,On - hold
2008-08-04,1581.67,2285.56,703.89,Proj4,Category2,In - Progress
2008-08-05,3185.0640000000003,2819.796,580.35,Proj5,Category2,On - hold
2008-08-06,1870.24,2378.37,508.13,Proj4,Category2,In - Progress
2008-08-07,1808.72,2355.73,547.01,Proj3,Category1,In - Progress
2008-08-08,1856.63,2414.1,557.47,Proj8,Category3,Completed
2008-08-11,2031.67,2439.95,408.28,Proj7,Category3,On - hold
2008-08-12,1859.8,2430.61,570.81,Proj8,Category3,Completed
2008-08-13,1807.35,2428.62,621.27,Proj3,Category1,In - Progress
2008-08-14,3580.83,2944.404,464.32,Proj5,Category2,On - hold
2008-08-15,4709.525,4169.284,568.71,Proj9,Category3,Completed
2008-08-18,1834.69,2416.98,582.29,Proj8,Category3,Completed
2008-08-19,1904.54,2384.36,479.82,Proj2,Category1,In - Progress
2008-08-20,1862.69,2389.08,526.39,Proj7,Category3,On - hold
2008-08-21,1670.12,2380.38,710.26,Proj4,Category2,In - Progress
2008-08-22,1869.99,2414.71,544.72,Proj6,Category2,On - hold
2008-08-25,1815.93,2365.59,549.66,Proj1,Category1,In - Progress
2008-08-26,3622.05,2834.3639999999996,349.72,Proj5,Category2,On - hold
2008-08-27,1790.92,2382.46,591.54,Proj4,Category2,In - Progress
2008-08-28,1673.74,2411.64,737.9,Proj2,Category1,In - Progress
2008-08-29,1584.8,2367.52,782.72,Proj7,Category3,On - hold
2008-09-02,1688.95,2349.24,660.29,Proj2,Category1,In - Progress
2008-09-03,1828.05,2333.73,505.68,Proj7,Category3,On - hold
2008-09-04,1719.54,2259.04,539.5,Proj8,Category3,Completed
2008-09-05,4181.95,3834.996,583.1,Proj9,Category3,Completed
2008-09-08,2977.668,2723.712,615.5,Proj5,Category2,On - hold
2008-09-09,1687.05,2209.81,522.76,Proj8,Category3,Completed
2008-09-10,3974.25,3788.7899999999995,639.0,Proj9,Category3,Completed
2008-09-11,1729.11,2258.22,529.11,Proj3,Category1,In - Progress
2008-09-12,4326.175,3844.1589999999997,530.8,Proj9,Category3,Completed
2008-09-15,1808.81,2179.91,371.1,Proj2,Category1,In - Progress
2008-09-16,1802.78,2207.9,405.12,Proj1,Category1,In - Progress
2008-09-17,1424.48,2098.85,674.37,Proj8,Category3,Completed
2008-09-18,1669.5,2199.1,529.6,Proj7,Category3,On - hold
2008-09-19,1634.93,2273.9,638.97,Proj7,Category3,On - hold
2008-09-22,1673.32,2178.98,505.66,Proj7,Category3,On - hold
2008-09-23,1489.96,2153.33,663.37,Proj3,Category1,In - Progress
2008-09-24,1734.57,2155.68,421.11,Proj1,Category1,In - Progress
2008-09-25,1510.98,2186.57,675.59,Proj2,Category1,In - Progress
2008-09-26,1638.5,2183.34,544.84,Proj3,Category1,In - Progress
2008-09-29,1426.91,1983.73,556.82,Proj3,Category1,In - Progress
2008-09-30,1738.12,2091.88,353.76,Proj1,Category1,In - Progress
2008-10-01,3670.9249999999997,3517.98,601.03,Proj9,Category3,Completed
2008-10-02,1482.07,1976.72,494.65,Proj1,Category1,In - Progress
2008-10-03,1423.15,1947.39,524.24,Proj1,Category1,In - Progress
2008-10-06,1434.75,1862.96,428.21,Proj1,Category1,In - Progress
2008-10-07,1460.22,1754.88,294.66,Proj3,Category1,In - Progress
2008-10-08,1158.09,1740.33,582.24,Proj2,Category1,In - Progress
2008-10-09,1253.49,1645.12,391.63,Proj7,Category3,On - hold
2008-10-10,1248.85,1649.51,400.66,Proj2,Category1,In - Progress
2008-10-13,1381.85,1844.25,462.4,Proj7,Category3,On - hold
2008-10-14,1397.54,1779.01,381.47,Proj4,Category2,In - Progress
2008-10-15,1951.8659999999998,1953.9959999999999,543.96,Proj5,Category2,On - hold
2008-10-16,2210.31,2061.252,489.76,Proj5,Category2,On - hold
2008-10-17,1282.37,1711.29,428.92,Proj4,Category2,In - Progress
2008-10-20,1206.49,1770.03,563.54,Proj3,Category1,In - Progress
2008-10-21,1378.36,1696.68,318.32,Proj3,Category1,In - Progress
2008-10-22,998.14,1615.75,617.61,Proj6,Category2,On - hold
2008-10-23,2889.75,2726.647,448.01,Proj9,Category3,Completed
2008-10-24,1053.56,1552.03,498.47,Proj2,Category1,In - Progress
2008-10-27,1131.8,1505.9,374.1,Proj8,Category3,Completed
2008-10-28,1220.16,1649.47,429.31,Proj6,Category2,On - hold
2008-10-29,1445.96,1657.21,211.25,Proj2,Category1,In - Progress
2008-10-30,1236.8,1698.52,461.72,Proj8,Category3,Completed
2008-10-31,1266.41,1720.95,454.54,Proj3,Category1,In - Progress
2008-11-03,2938.25,2934.761,551.03,Proj9,Category3,Completed
2008-11-04,1401.56,1780.12,378.56,Proj6,Category2,On - hold
2008-11-05,1047.03,1681.64,634.61,Proj7,Category3,On - hold
2008-11-06,1385.54,1608.7,223.16,Proj6,Category2,On - hold
2008-11-07,1234.9,1647.4,412.5,Proj7,Category3,On - hold
2008-11-10,1230.62,1616.74,386.12,Proj3,Category1,In - Progress
2008-11-11,2398.4100000000003,1897.08,248.45,Proj5,Category2,On - hold
2008-11-12,1143.56,1499.21,355.65,Proj2,Category1,In - Progress
2008-11-13,1136.44,1596.7,460.26,Proj8,Category3,Completed
2008-11-14,1085.9,1516.85,430.95,Proj8,Category3,Completed
2008-11-17,1191.38,1482.05,290.67,Proj2,Category1,In - Progress
2008-11-18,1078.58,1483.27,404.69,Proj8,Category3,Completed
2008-11-19,928.59,1386.42,457.83,Proj4,Category2,In - Progress
2008-11-20,1140.82,1316.12,175.3,Proj8,Category3,Completed
2008-11-21,975.78,1384.35,408.57,Proj3,Category1,In - Progress
2008-11-24,1068.65,1472.02,403.37,Proj7,Category3,On - hold
2008-11-25,936.22,1464.73,528.51,Proj6,Category2,On - hold
2008-11-26,1812.0059999999999,1838.5199999999998,525.43,Proj5,Category2,On - hold
2008-11-28,1771.236,1842.684,551.55,Proj5,Category2,On - hold
2008-12-01,1032.36,1398.07,365.71,Proj4,Category2,In - Progress
2008-12-02,1046.81,1449.8,402.99,Proj8,Category3,Completed
2008-12-03,2430.2340000000004,1790.856,142.25,Proj5,Category2,On - hold
2008-12-04,2968.5,2457.4519999999998,258.16,Proj9,Category3,Completed
2008-12-05,1129.14,1509.31,380.17,Proj6,Category2,On - hold
2008-12-08,2537.15,2671.958,556.88,Proj9,Category3,Completed
2008-12-09,1157.26,1547.34,390.08,Proj8,Category3,Completed
2008-12-10,1137.87,1565.48,427.61,Proj6,Category2,On - hold
2008-12-11,945.79,1507.88,562.09,Proj2,Category1,In - Progress
2008-12-12,1145.07,1540.72,395.65,Proj8,Category3,Completed
2008-12-15,2726.825,2564.178,417.61,Proj9,Category3,Completed
2008-12-16,2195.658,1907.868,370.08,Proj5,Category2,On - hold
2008-12-17,1331.84,1579.31,247.47,Proj3,Category1,In - Progress
2008-12-18,1368.71,1552.37,183.66,Proj8,Category3,Completed
2008-12-19,1228.21,1564.32,336.11,Proj7,Category3,On - hold
2008-12-22,1210.57,1532.35,321.78,Proj7,Category3,On - hold
2008-12-23,1037.67,1521.54,483.87,Proj1,Category1,In - Progress
2008-12-24,993.37,1524.9,531.53,Proj7,Category3,On - hold
2008-12-26,1132.07,1530.24,398.17,Proj7,Category3,On - hold
2008-12-29,967.31,1510.32,543.01,Proj1,Category1,In - Progress
2008-12-30,1780.236,1860.84,561.68,Proj5,Category2,On - hold
2008-12-31,2143.404,1892.436,386.25,Proj5,Category2,On - hold
2009-01-02,1122.63,1632.21,509.58,Proj4,Category2,In - Progress
2009-01-05,1189.03,1628.03,439.0,Proj6,Category2,On - hold
2009-01-06,1313.4,1652.38,338.98,Proj8,Category3,Completed
2009-01-07,1113.64,1599.06,485.42,Proj6,Category2,On - hold
2009-01-08,2174.328,1940.4119999999998,409.05,Proj5,Category2,On - hold
